ApplStandard,Brand,Cap,Cap (Second Drum),CEC Cold,CEC Cold (Second Drum),CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,Family Name,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Program Time,Hot Water (L),Cold Water (L),Star Rating (old),Star Image Large,Star Image Small,Registration Number
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Daewoo,2,,,0,249,,,FALSE,Cold,China,TRUE,,Drum,,,Yes on the warm wash program only,Front,,DWD-M221MB,DWD-M221MB,AS/NZS 2040.1:2005/Amdt 3:2010,1.035978039,1,2.00E-05,0.47,INTENSIVE WASH 6H,"Australia,Fiji,New Zealand",0.47,108093,Approved,360,0,Drum,0.699,,16/06/22,,Single product class,Available,http://www.dongbudaewooelec.com/english/,,360,29.7,29.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ACW0564
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Daewoo,2,,,0,249,,,FALSE,Cold,China,TRUE,,Drum,,,Yes on the warm wash program only,Front,,DWD-M22BPB,DWD-M221MB,AS/NZS 2040.1:2005/Amdt 3:2010,1.035978039,1,2.00E-05,0.47,INTENSIVE WASH 6H,"Australia,Fiji,New Zealand",0.47,108093,Approved,360,0,Drum,0.699,,16/06/22,,Single product class,Available,http://www.dongbudaewooelec.com/english/,,360,29.7,29.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ACW0564
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,HITACHI,20,,135,0,854,"Cold Wash, water Saving",265.4,FALSE,Dual,Thailand,TRUE,696,Drum,1080,0,No,Top,Impeller,SF-P200XWV,,AS/NZS 2040.1:2005/Amdt 3:2010,3.455548067,3,2.00E-05,0.14,"Normal Warm Wash, Water Saving",Australia,0,108120,Approved,136.44,265.4,Non-Drum,0.78325,640,11/08/22,,Single product class,Available,,http://www.hitachi.com.au/products/product-categories/consumer-products.html,136.44,265.4,265.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ACW0587
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,15,,,0,583,,,TRUE,Dual,South Korea,TRUE,770,Drum,990,,Yes on the warm wash program only,Front,,WDC1215HSVE,,AS/NZS 2040.1:2005/Amdt 3:2010,4.001565672,4,0.000237,0.33,"Cotton, Intensive Wash, Rinse 3, Extra High Spin, 40℃, Turbo Clean","Australia,New Zealand",0.33,108265,Approved,327,0,Drum,0.57354,700,17/07/22,,Single product class,Available,,,327,154,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0574
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Euroclean,7,,,0,312,,,FALSE,Cold,China,TRUE,530,Drum,845,,Yes on the warm wash program only,Front,,ECGA7KGFL,,AS/NZS 2040.1:2005/Amdt 3:2010,3.664673942,3.5,0.09,0.47,Cotton 60 degrees 1200rpm program,"Australia,Fiji,New Zealand",0.47,108320,Approved,220.002,0,Drum,0.5975,595,06/07/22,,Single product class,Available,,,220.002,69,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ACW0568
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,9,,,0,357,,,TRUE,Cold,China,TRUE,610,Drum,850,,Yes on the warm wash program only,Front,,WDC1409HCW,WDC1409HCW,AS/NZS 2040.1:2005/Amdt 3:2010,4.002778119,4,0.00025,0.44,"Cotton ECO,40℃, 1400 spin",,0.44,108380,Approved,358,0,Drum,0.5492,600,20/07/22,,Single product class,Available,,,358,77,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0575
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,9,,,0,357,,,TRUE,Cold,China,TRUE,610,Drum,850,,Yes on the warm wash program only,Front,,WTW1409HCW,WDC1409HCW,AS/NZS 2040.1:2005/Amdt 3:2010,4.002778119,4,0.00025,0.44,"Cotton ECO,40℃, 1400 spin",,0.44,108380,Approved,358,0,Drum,0.5492,600,20/07/22,,Single product class,Available,,,358,77,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0575
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,MIELE,8,,,0,293,,,TRUE,Cold,"Czechia,Germany",TRUE,714,Drum,850,,Yes on the warm wash program only,Front,,WTZH 730 WPM,,AS/NZS 2040.1:2005/Amdt 3:2010,4.253273257,4,0.002,0.1,Cottons 40C,"Australia,New Zealand",0.1,108418,Approved,238,0,Drum,0.51,596,06/07/22,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,238,73,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0569
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,WHIRLPOOL,8,,,0,310,,,FALSE,Cold,Slovakia,TRUE,,Drum,,,Yes on the warm wash program only,Front,,FDLR80210,,AS/NZS 2040.1:2005/Amdt 3:2010,4.022293839,4,0.0011,0.237,"eCotton 60 degree C, 1200rpm","Australia,Fiji,New Zealand",0.237,108433,Approved,293.73,0,Drum,0.5654,,29/06/22,,Single product class,Available,http://www.whirlpool.com.au/,,294,68.9,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0566
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,HITACHI,13,,107,0,589,"Cold Wash, Water Saving",127,FALSE,Dual,Thailand,TRUE,696,Drum,1080,0,No,Top,Impeller,SF-P130XWV,,AS/NZS 2040.1:2005/Amdt 3:2010,3.400767633,3,1.00E-05,0.14,"Normal Warm Wash, Water Saving",Australia,0,108455,Approved,113.36,127,Non-Drum,0.74168,640,23/08/22,,Single product class,Available,,http://www.hitachi.com.au/products/product-categories/consumer-products.html,113.36,127,127,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ACW0596
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,EUROMAID,5.5,,,0,475,,,FALSE,Cold,China,TRUE,480,Drum,840,,Yes on the warm wash program only,Front,,WMFL55,,AS/NZS 2040.1:2005/Amdt 3:2010,2.108712311,2,3.77E-05,1,"Cottons Eco, 40°C, 1200 rpm","Australia,New Zealand",0.25,108540,Approved,260,0,Drum,0.57354,600,10/07/22,,Single product class,Available,http://www.hapl.com.au,,260,65,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0570
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,EUROMAID,8,,,0,475,,,FALSE,Cold,Turkey,TRUE,600,Drum,840,,Yes on the warm wash program only,Front,,WMFL8,,AS/NZS 2040.1:2005/Amdt 3:2010,3.084604307,3,3.77E-05,1,"Cottons Eco, 40°C, 1200 rpm","Australia,New Zealand",0.25,108563,Approved,262,0,Drum,0.54329,600,11/07/22,,Single product class,Available,http://www.hapl.com.au,,262,68.9,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ACW0571
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,9,,,0,345,,,FALSE,Dual,China,TRUE,610,Drum,850,,Yes on the warm wash program only,Front,,WD1409NCE,WD1409NCE,AS/NZS 2040.1:2005/Amdt 3:2010,4.004354992,4,0.000224,0.46,"Cotton Eco, 40℃, 1400 spin","Australia,New Zealand",0.46,108630,Approved,425,0,Drum,0.58779,600,10/08/22,,Single product class,Available,,,425,77,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0585
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,9,,,0,345,,,FALSE,Dual,China,TRUE,610,Drum,850,,Yes on the warm wash program only,Front,,WD1409NCW,WD1409NCE,AS/NZS 2040.1:2005/Amdt 3:2010,4.004354992,4,0.000224,0.46,"Cotton Eco, 40℃, 1400 spin","Australia,New Zealand",0.46,108630,Approved,425,0,Drum,0.58779,600,10/08/22,,Single product class,Available,,,425,77,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0585
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,ARISTON,11,,,0,325,,,FALSE,Cold,Italy,TRUE,,Drum,,,Yes on the warm wash program only,Front,,FAP77440AUS,,AS/NZS 2040.1:2005/Amdt 3:2010,4.524499393,4.5,0.0005,0.3193,"Eco Cotton 40° C, 1400 rpm","Australia,Fiji,New Zealand",0.3193,108635,Approved,397.15,0,Drum,0.5878,,12/07/22,,Single product class,Available,http://www.whirlpool.com.au/,,397.15,107.8,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ACW0572
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,ZEROWATT,9,,58,0,598,,128.1,FALSE,Dual,China,TRUE,,Non Drum,,0,No,Top,Impeller,XQB90-955,,AS/NZS 2040.1:2005/Amdt 3:2010,2.55614971,2.5,0.003,1.927,The test program is Standard Soak process is off water supply is Cold & Hot water level is 8,Australia,0.91,108784,Approved,75.2,128.1,Non-Drum,0.75,,27/07/22,,Single product class,Available,http://www.candy-group.com/,,75.2,128.9,128.1,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ACW0578
AS/NZS 2040.2:2005,Midea,7.5,,,0,442,,,FALSE,Cold,China,FALSE,,Drum,,,Yes on the warm wash program only,Front,,DMFLW751,,AS/NZS 2040.1:2005/Amdt 3:2010,3.093503664,3,1.00E-08,0.7,Cotton ECO + 60 °C,New Zealand,0.5,108786,Approved,200,0,Drum,0.5509,,13/07/17,,Single product class,Available,,,200,77,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ZCW0095
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,MIELE,7,,,0,258,,,TRUE,Cold,"Czechia,Germany",TRUE,637,Drum,850,,Yes on both the warm and cold wash programs,Front,,WTH 130 WPM,,AS/NZS 2040.1:2005/Amdt 3:2010,4.150902105,4,0.002,0.1,Cottons 40C,"Australia,New Zealand",0.1,108878,Approved,231,0,Drum,0.55,596,20/07/22,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,231,64,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0576
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Galanz,9,,,0,306,,,FALSE,Cold,China,TRUE,,Drum,,,Yes on the warm wash program only,Front,,XQG90-T512E,,AS/NZS 2040.1:2005/Amdt 3:2010,4.0732774,4,7.00E-05,0.33,symbol of clothes & arrow with selection ‘Temp. 60 ºC’ and ‘Spin speed 1200’,"Australia,Fiji,New Zealand",0.33,109118,Approved,228,0,Drum,0.7,,02/08/22,,Single product class,Available,http://www.galanz.com.cn/,,240,88,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0581
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,FROST,8,,66,0,572,,115.8,FALSE,Dual,China,TRUE,,Non Drum,,0,No,Top,Impeller,FRT80AU,,AS/NZS 2040.1:2005/Amdt 3:2010,2.25053587,2,4.00E-06,2.407,"""Normal"", ""Soak""process is off, Water Supply: Hot and cold dual water supply, water level is ""10""",Australia,0.967,109245,Approved,49.5,115.8,Non-Drum,0.8749,,31/08/22,,Single product class,Available,http://www.hzgoldfish.cn/en/,,49.5,116,115.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0600
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,EUROMAID,9,,,0,535,,,FALSE,Cold,Turkey,TRUE,600,Drum,600,,Yes on the warm wash program only,Front,,WMFL9,,AS/NZS 2040.1:2005/Amdt 3:2010,3.059840701,3,3.77E-05,1,"Cottons Eco, 40°C, 1200 rpm","Australia,New Zealand",0.25,109248,Approved,252,0,Drum,0.5592,840,27/07/22,,Single product class,Available,http://www.hapl.com.au,,252,86,86,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ACW0577
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,11,,,0,360,,,FALSE,Dual,South Korea,TRUE,640,Drum,850,,Yes on the warm wash program only,Front,,WD1411SBW,WD1411SBW,AS/NZS 2040.1:2005/Amdt 3:2010,4.500097794,4.5,0.00018,0.46,"Cotton Eco, Normal Wash, Normal Rinse, 1400 Spin, 40C","Australia,New Zealand",0.46,109298,Approved,400.25,0,Drum,0.50492,600,02/08/22,,Single product class,Available,,,401,94,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ACW0580
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,11,,,0,360,,,FALSE,Dual,South Korea,TRUE,640,Drum,850,,Yes on the warm wash program only,Front,,WD1611SMW2,WD1411SBW,AS/NZS 2040.1:2005/Amdt 3:2010,4.500097794,4.5,0.00018,0.46,"Cotton Eco, Normal Wash, Normal Rinse, 1400 Spin, 40C","Australia,New Zealand",0.46,109298,Approved,400.25,0,Drum,0.50492,600,02/08/22,,Single product class,Available,,,401,94,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ACW0580
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,WHIRLPOOL,7,,,0,245,,,FALSE,Cold,Slovakia,TRUE,,Drum,,,Yes on the warm wash program only,Front,,FDLR70210,,AS/NZS 2040.1:2005/Amdt 3:2010,4.017346282,4,0.0011,0.2667,"eCotton 40° C, 1200 rpm","Australia,Fiji,New Zealand",0.2667,109300,Approved,289.77,0,Drum,0.6794,,27/07/22,,Single product class,Available,http://www.whirlpool.com.au/,,290,72,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0579
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Esatto,9,,0,0,427,,0,FALSE,Cold,China,TRUE,565,Drum,850,0,Yes on the warm wash program only,Front,,EFLW9,,AS/NZS 2040.1:2005/Amdt 3:2010,3.568315908,3.5,0.2,0.5,Cotton 60°C with spin speed 1600 r/min,"Australia,Fiji,New Zealand",0.5,109324,Approved,297,0,Drum,0.5715,595,10/08/22,,Single product class,Available,,,296.322,92,92,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ACW0586
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Miracle,7,,,0,312,Manufacture instruction,,FALSE,Cold,China,TRUE,530,Drum,845,,Yes on the warm wash program only,Front,,XQG70-F712E,,AS/NZS 2040.1:2005/Amdt 3:2010,3.664673942,3.5,0.0356,0.47,Manufacture instruction,Australia,0.47,109335,Approved,219.6,0,Drum,59.75,595,07/08/22,,Single product class,Available,,,80,69,69,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ACW0583
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,6.5,,69,0,446,"Eco Cotton, Temp. Cold, Water Level 4, Wash 25 Min, Rinse 2 Times, Spin 7 Min",68.8,FALSE,Dual,Vietnam,TRUE,606,Drum,960,20.9,No,Top,Impeller,WTS6520,,AS/NZS 2040.1:2005/Amdt 3:2010,2.503357748,2.5,9.30E-05,0.33,"Eco Cotton, Temp. Warm, Water Level 4, Wash 25 Min, Rinse 2 Times, Spin 7 Min","Australia,New Zealand",0.33,109339,Approved,77,89.7,Non-Drum,0.733,590,02/08/22,,Single product class,Available,,,77,95,95,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ACW0582
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,WHIRLPOOL,9,,,0,340,,,FALSE,Cold,Italy,TRUE,,Drum,,,Yes on the warm wash program only,Front,,FSCR10421,,AS/NZS 2040.1:2005/Amdt 3:2010,4.048766665,4,0.0004,0.28,"eCotton 40°C, 1400 rpm","Australia,Fiji,New Zealand",0.28,109393,Approved,293,0,Drum,0.58,,08/08/22,,Single product class,Available,http://www.whirlpool.com.au/,,293,89,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0584
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,HITACHI,10,,145,0,320,"Cold Wash, Water Saving",121.1,FALSE,Dual,Thailand,TRUE,634,Drum,1008,0,No,Top,Impeller,SF-P100XAV,,AS/NZS 2040.1:2005/Amdt 3:2010,4.042301567,4,1.30E-05,2.04,"Normal Warm Wash, Water Saving","Australia,Fiji,New Zealand",2.06,109509,Approved,138.5,121.1,Non-Drum,0.75475,590,25/08/22,,Single product class,Available,,http://www.hitachi.com.au/products/product-categories/consumer-products.html,139,122,122,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0597
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,FROST,11,,69,0,744,/,156.1,FALSE,Dual,China,TRUE,,Non Drum,,0,No,Top,Impeller,FRT110AU,,AS/NZS 2040.1:2005/Amdt 3:2010,2.327075631,2,0.003,1.96,"The samples of the washing machine are top loading Impeller washing machine. Dual water supply. The test programme is “Normal”, “Soak” process is off, Water Supply: Hot and cold dual water supply, water level is “10”.",Australia,0.76,109531,Approved,52.8,156.1,Non-Drum,0.9181,,18/08/22,,Single product class,Available,http://www.hzgoldfish.cn/en/,,52.8,156.5,156.1,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0594
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,GVA,9.5,,,0,769,,,FALSE,Dual,China,TRUE,620,Non Drum,1010,,No,Top,,G9TLWW17,,AS/NZS 2040.1:2005/Amdt 3:2010,2.093771933,2,0,1.1,Standard,Australia,1.1,109538,Approved,79,0,Drum,0.7477,600,18/08/22,,Single product class,Available,http://www.thegoodguys.com.au/,http://gvaproducts.com.au/,79,125,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0591
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,13,,,0,485,,,FALSE,Dual,South Korea,TRUE,770,Drum,940,,Yes on the warm wash program only,Front,,WD1013NDE,WD1013NDE,AS/NZS 2040.1:2005/Amdt 3:2010,4.002656853,4,0.000177,0.33,"Cotton, Turbo Clean OFF, 40℃, Intensive Wash, Rinse 3, Extra High Spin","Australia,New Zealand",0.33,109626,Approved,365.17,0,Drum,0.61906,645,16/08/22,,Single product class,Available,,,366,133,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0589
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,13,,,0,485,,,FALSE,Dual,South Korea,TRUE,770,Drum,940,,Yes on the warm wash program only,Front,,WD1013NDW,WD1013NDE,AS/NZS 2040.1:2005/Amdt 3:2010,4.002656853,4,0.000177,0.33,"Cotton, Turbo Clean OFF, 40℃, Intensive Wash, Rinse 3, Extra High Spin","Australia,New Zealand",0.33,109626,Approved,365.17,0,Drum,0.61906,645,16/08/22,,Single product class,Available,,,366,133,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0589
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Technika,8,,,0,492,,,TRUE,Cold,Italy,TRUE,600,Drum,850,,Yes on the warm wash program only,Front,,TWDC84,,AS/NZS 2040.1:2005/Amdt 3:2010,3.025529492,3,6.00E-05,1.42,"Daily Wash 40°C, 1400rpm","Australia,New Zealand",1.42,109646,Approved,210,0,Drum,0.52356,595,17/08/22,,Single product class,Available,http://www.jpindustries.com/,http://www.technika.com.au/,211,80,80,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ACW0590
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,GVA,7.5,,0,0,490,None,,FALSE,Cold,China,TRUE,565,Drum,850,,Yes on the warm wash program only,Front,,G7FLWW17,,AS/NZS 2040.1:2005/Amdt 3:2010,2.841541447,2.5,0,0.7,Cotton Eco + 60 Deg. C,Australia,0.5,109664,Approved,327,0,Drum,0.5509,595,19/10/22,,Single product class,Available,http://www.thegoodguys.com.au/,http://gvaproducts.com.au/,327,62.31,0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ACW0610
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,FISHER & PAYKEL,12,,,0,358,,,FALSE,Dual,China,TRUE,665,Drum,850,,Yes on the warm wash program only,Front,,WH1260P1,,AS/NZS 2040.1:2005/Amdt 3:2010,4.532176912,4.5,1.00E-05,1.8,"Cottons, 40 Deg C, Eco","Australia,New Zealand",0,109688,Approved,286,0,Drum,0.58,600,18/08/22,,Single product class,Available,,,286,103,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ACW0595
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,GVA,6,,,0,434,,,FALSE,Cold,China,TRUE,495,Drum,850,,Yes on the warm wash program only,Front,,G6FLWW17,,AS/NZS 2040.1:2005/Amdt 3:2010,2.551180118,2.5,0,0.7,Cotton Eco 60,Australia,0.5,109737,Approved,315,0,Drum,0.5803,595,08/11/22,,Single product class,Available,http://www.thegoodguys.com.au/,http://gvaproducts.com.au/,315,53.98,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ACW0625
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,8,,,0,326,,,FALSE,Dual,China,TRUE,610,Drum,850,,Yes on the warm wash program only,Front,,WD1408NCW,,AS/NZS 2040.1:2005/Amdt 3:2010,4.007435184,4,0.00023,0.48,"Cotton Eco, 40℃, 1400 spin","Australia,New Zealand",0.5,109757,Approved,344,0,Drum,0.51464,600,31/08/22,,Single product class,Available,,,344,68,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0599
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Daewoo,11,,,0,536,,,TRUE,Dual,South Korea,TRUE,,Drum,,,Yes on the warm wash program only,Front,,DWC-PS1232,,AS/NZS 2040.1:2005/Amdt 3:2010,3.562615666,3.5,1.60E-05,0.33,"cotton eco,40deg C, Rinse 3, Clean jet Shower, Spin 1200","Australia,Fiji,New Zealand",0.33,109875,Approved,455.75,0,Drum,0.53709,,05/12/22,,Single product class,Available,http://www.dongbudaewooelec.com/english/,,455.75,127.5,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ACW0632
