Adaptive Defrost,ApplStandard,Brand,CEC_,CompartGrVol,CompartNetVol,CompartType,Configuration,Country,Depth,Designation,FF Vol,FZ Vol,Group,Height,Icemaker,MEPSApproval,Model No,Family Name,N-Standard,Star2009,SRI2009,No_Doors,S-MEPS_Ad,S-MEPScutoff,Sold_in,Submit_ID,SubmitStatus,Tot Vol,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Fixed MEPS allowance factor,Variable MEPS allowance factor,Adjusted volume,Type,Star Rating (old),Star Image Large,Star Image Small,Registration Number
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,CHIQ,522,500.0,500.0,Freezer,Chest,China,730.0,Freezer,,,6C,835.0,False,Labelling and MEPS,CCF500W,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.68526648515061,,0.0,613.2,"Australia,Fiji,New Zealand",111428,Approved,500.0,1650.0,2023-02-19,,Class 8,Available,,,202.0,0.514,800.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1382
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,CHIQ,266,185.0,162.0,Freezer,Upright,China,600.0,Freezer,,,7.0,1440.0,False,Labelling and MEPS,CSF18**,CSF18**,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.33339518626338,,0.0,535.144,"Australia,Fiji,New Zealand",111435,Approved,185.0,545.0,2023-02-19,,Class 10,Available,,,383.0,0.514,296.0,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1387
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,CHIQ,266,185.0,162.0,Freezer,Upright,China,600.0,Freezer,,,7.0,1440.0,False,Labelling and MEPS,CSF184S,CSF18**,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.33339518626338,,0.0,535.144,"Australia,Fiji,New Zealand",111435,Approved,185.0,545.0,2023-02-19,,Class 10,Available,,,383.0,0.514,296.0,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1387
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,CHIQ,266,185.0,162.0,Freezer,Upright,China,600.0,Freezer,,,7.0,1440.0,False,Labelling and MEPS,CSF185W,CSF18**,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.33339518626338,,0.0,535.144,"Australia,Fiji,New Zealand",111435,Approved,185.0,545.0,2023-02-19,,Class 10,Available,,,383.0,0.514,296.0,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1387
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,TCL,537,"190.0,317.0","166.0,299.0","Freezer,Fresh Food",Upright,China,860.0,Refrigerator/Freezer,,,5B,1850.0,False,Labelling and MEPS,TRF-531WEXPAU,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.54618664285596,"2,2",286.224,963.446,"Australia,Fiji,New Zealand",111473,Approved,507.0,678.0,2022-12-15,,Class 6,Available,,,440.0,0.382,621.0,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1344
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,GAGGENAU,330,"91.0,196.0","75.0,189.0","Freezer,Fresh Food",Upright,"Turkey,Germany",,Refrigerator/Freezer,,,5B,,False,Labelling and MEPS,RB287503,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.21312492510418,,0.0,570.4912,"Australia,Fiji,New Zealand",111547,Approved,287.0,,2023-07-10,,Class 6,Available,,,440.0,0.382,341.6,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1494
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,GAGGENAU,225,"233.0,83.0","225.0,77.0","Fresh Food,Chill",Upright,"Turkey,Germany",,Refrigerator,,,1.0,,False,Labelling and MEPS,RC289503,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.12880706843813,,0.0,411.4508,"Australia,Fiji,New Zealand",111549,Approved,316.0,,2023-07-10,,Class 1,Available,,,296.0,0.356,324.3,1,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1495
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,GAGGENAU,326,237.0,213.0,Freezer,Upright,"Turkey,Germany",,Freezer,,,7.0,,False,Labelling and MEPS,RF287503,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.00651780173058,,0.0,577.9088,"Australia,Fiji,New Zealand",111550,Approved,237.0,,2023-07-10,,Class 10,Available,,,383.0,0.514,379.2,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1493
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,TCL,551,"322.0,203.0","316.0,170.0","Fresh Food,Freezer",Side by Side,China,920.0,Refrigerator/Freezer,,,5S,1768.0,False,Labelling and MEPS,"TCL Home Appliances (Hefei) Co., Ltd","TCL Home Appliances (Hefei) Co., Ltd",AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.53282145224536,,0.0,723.424,"Australia,Fiji,New Zealand",111562,Approved,525.0,630.0,2022-12-13,,Class 7,Available,,,607.0,0.18,646.8,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1343
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,TCL,551,"322.0,203.0","316.0,170.0","Fresh Food,Freezer",Side by Side,China,920.0,Refrigerator/Freezer,,,5S,1768.0,False,Labelling and MEPS,TRF-551WEXPAU,"TCL Home Appliances (Hefei) Co., Ltd",AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.53282145224536,,0.0,723.424,"Australia,Fiji,New Zealand",111562,Approved,525.0,630.0,2022-12-13,,Class 7,Available,,,607.0,0.18,646.8,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1343
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,TCL,551,"322.0,203.0","316.0,170.0","Fresh Food,Freezer",Side by Side,China,920.0,Refrigerator/Freezer,,,5S,1768.0,False,Labelling and MEPS,TRF-551WEXPFAU,"TCL Home Appliances (Hefei) Co., Ltd",AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.53282145224536,,0.0,723.424,"Australia,Fiji,New Zealand",111562,Approved,525.0,630.0,2022-12-13,,Class 7,Available,,,607.0,0.18,646.8,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1343
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,TCL,551,"322.0,203.0","316.0,170.0","Fresh Food,Freezer",Side by Side,China,920.0,Refrigerator/Freezer,,,5S,1768.0,False,Labelling and MEPS,TRF-551WEXPFBAU,"TCL Home Appliances (Hefei) Co., Ltd",AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.53282145224536,,0.0,723.424,"Australia,Fiji,New Zealand",111562,Approved,525.0,630.0,2022-12-13,,Class 7,Available,,,607.0,0.18,646.8,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1343
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,FISHER & PAYKEL,460,"375.0,115.0,115.0","338.0,63.0,63.0","Fresh Food,Freezer,Freezer",Upright,China,692.0,Refrigerator/Freezer,,,5B,1750.0,False,Labelling and MEPS,RF605Q*,RF605Q*,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.51649778719638,"2,1,1",119.26,843.086,"Australia,Fiji,New Zealand",111563,Approved,605.0,905.0,2023-01-18,,Class 6,Available,,http://www.fisherpaykel.com,440.0,0.382,743.0,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1358
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,FISHER & PAYKEL,460,"375.0,115.0,115.0","338.0,63.0,63.0","Fresh Food,Freezer,Freezer",Upright,China,692.0,Refrigerator/Freezer,,,5B,1750.0,False,Labelling and MEPS,RF605QDUVX1,RF605Q*,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.51649778719638,"2,1,1",119.26,843.086,"Australia,Fiji,New Zealand",111563,Approved,605.0,905.0,2023-01-18,,Class 6,Available,,http://www.fisherpaykel.com,440.0,0.382,743.0,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1358
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,FISHER & PAYKEL,460,"375.0,115.0,115.0","338.0,63.0,63.0","Fresh Food,Freezer,Freezer",Upright,China,692.0,Refrigerator/Freezer,,,5B,1750.0,False,Labelling and MEPS,RF605QDVX1,RF605Q*,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.51649778719638,"2,1,1",119.26,843.086,"Australia,Fiji,New Zealand",111563,Approved,605.0,905.0,2023-01-18,,Class 6,Available,,http://www.fisherpaykel.com,440.0,0.382,743.0,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1358
False,AS/NZS 4474.2:2009/Amdt 1:2011,Midea,245,237.0,235.0,Fresh Food,Upright,China,,Refrigerator,,,2.0,,False,Labelling and MEPS,JHSD237,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.42976218526634,,0.0,381.233,New Zealand,111587,Approved,237.0,,2117-12-13,,Class 2,Available,,,308.0,0.309,237.0,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0531
False,AS/NZS 4474.2:2009/Amdt 1:2011,Midea,401,"65.0,213.0","64.0,203.0","Freezer,Fresh Food",Upright,China,,Refrigerator/Freezer,,,5B,,False,Labelling and MEPS,JHBMF278SS,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.32570761152459,,0.0,561.094,New Zealand,111588,Approved,278.0,,2117-12-13,,Class 6,Available,,,440.0,0.382,317.0,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0532
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Living & Co.,275,"273.8,21.0","273.8,21.0","Fresh Food,Freezer",Upright,China,630.0,Refrigerator,,,3.0,1524.0,False,Labelling and MEPS,FF-330R,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.29435769782316,,0.0,413.5084,"Australia,New Zealand",111599,Approved,294.8,600.0,2022-12-18,,Class 3,Available,,,301.0,0.366,307.4,3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF1345
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,650,"13.0,392.0,303.0","4.0,372.0,200.0","Ice making,Fresh Food,Freezer",Upright,South Korea,758.0,Refrigerator/Freezer,,,5B,1800.0,True,Labelling and MEPS,GF-*708,GF-*708,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.58792379742425,"2,2",417.812,1365.75364,,111711,Approved,708.0,912.0,2023-01-12,,Class 6,Available,,,440.0,0.382,892.4,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1355
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,650,"13.0,392.0,303.0","4.0,372.0,200.0","Ice making,Fresh Food,Freezer",Upright,South Korea,758.0,Refrigerator/Freezer,,,5B,1800.0,True,Labelling and MEPS,GF-D708BSL,GF-*708,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.58792379742425,"2,2",417.812,1365.75364,,111711,Approved,708.0,912.0,2023-01-12,,Class 6,Available,,,440.0,0.382,892.4,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1355
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,650,"13.0,392.0,303.0","4.0,372.0,200.0","Ice making,Fresh Food,Freezer",Upright,South Korea,758.0,Refrigerator/Freezer,,,5B,1800.0,True,Labelling and MEPS,GF-D708MBSL,GF-*708,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.58792379742425,"2,2",417.812,1365.75364,,111711,Approved,708.0,912.0,2023-01-12,,Class 6,Available,,,440.0,0.382,892.4,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1355
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,630,"13.0,392.0,303.0","4.0,372.0,200.0","Ice making,Fresh Food,Freezer",Upright,South Korea,758.0,Refrigerator/Freezer,,,5B,1800.0,True,Labelling and MEPS,GF-L708PL,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.70749823052585,"2,2",256.208,1204.14964,"Australia,New Zealand",111712,Approved,708.0,912.0,2023-01-11,,Class 6,Available,,,440.0,0.382,892.4,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1352
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,EURO,590,"235.0,349.0","235.0,349.0","Freezer,Fresh Food",Side by Side,New Zealand,745.0,Refrigerator/Freezer,,,5S,1788.0,False,Labelling and MEPS,ESBS584GBK,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.51202901218785,,0.0,737.5,"Australia,Fiji,New Zealand",111818,Approved,584.0,895.0,2023-01-22,,Class 7,Available,http://www.euroappliances.com.au/,http://www.euroappliances.com.au,607.0,0.18,725.0,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1359
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Midea,245,237.0,235.0,Fresh Food,Upright,China,550.0,Refrigerator,,,2.0,1420.0,False,Labelling and MEPS,HS-306LN,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.42976218526634,,0.0,381.233,"Australia,Fiji,New Zealand",111838,Approved,237.0,550.0,2023-01-11,,Class 2,Available,,,308.0,0.309,237.0,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF1354
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,TECO,590,"235.0,347.0","185.0,342.0","Freezer,Fresh Food",Side by Side,China,745.0,Refrigerator/Freezer,,,5S,1788.0,False,Labelling and MEPS,TSXS582*NCM,TSXS582*NCM,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.50616117003272,,0.0,737.14,"Australia,Fiji,New Zealand",111850,Approved,582.0,895.0,2023-01-10,,Class 7,Available,http://www.teco.com.au/,http://www.teco.com.au/,607.0,0.18,723.0,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1349
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,TECO,590,"235.0,347.0","185.0,342.0","Freezer,Fresh Food",Side by Side,China,745.0,Refrigerator/Freezer,,,5S,1788.0,False,Labelling and MEPS,TSXS582SNCM,TSXS582*NCM,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.50616117003272,,0.0,737.14,"Australia,Fiji,New Zealand",111850,Approved,582.0,895.0,2023-01-10,,Class 7,Available,http://www.teco.com.au/,http://www.teco.com.au/,607.0,0.18,723.0,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1349
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,TECO,590,"235.0,347.0","185.0,342.0","Freezer,Fresh Food",Side by Side,China,745.0,Refrigerator/Freezer,,,5S,1788.0,False,Labelling and MEPS,TSXS582WNCM,TSXS582*NCM,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.50616117003272,,0.0,737.14,"Australia,Fiji,New Zealand",111850,Approved,582.0,895.0,2023-01-10,,Class 7,Available,http://www.teco.com.au/,http://www.teco.com.au/,607.0,0.18,723.0,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1349
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,TECO,245,237.0,235.0,Fresh Food,Upright,China,550.0,Refrigerator,,,2.0,1420.0,False,Labelling and MEPS,TAF237*MPBM,TAF237*MPBM,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.42976218526634,,0.0,381.233,"Australia,Fiji,New Zealand",111875,Approved,237.0,550.0,2023-02-20,,Class 2,Available,http://www.teco.com.au/,http://www.teco.com.au/,308.0,0.309,237.0,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF1391
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,TECO,245,237.0,235.0,Fresh Food,Upright,China,550.0,Refrigerator,,,2.0,1420.0,False,Labelling and MEPS,TAF237SMPBM,TAF237*MPBM,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.42976218526634,,0.0,381.233,"Australia,Fiji,New Zealand",111875,Approved,237.0,550.0,2023-02-20,,Class 2,Available,http://www.teco.com.au/,http://www.teco.com.au/,308.0,0.309,237.0,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF1391
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,TECO,245,237.0,235.0,Fresh Food,Upright,China,550.0,Refrigerator,,,2.0,1420.0,False,Labelling and MEPS,TAF237WMPBM,TAF237*MPBM,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.42976218526634,,0.0,381.233,"Australia,Fiji,New Zealand",111875,Approved,237.0,550.0,2023-02-20,,Class 2,Available,http://www.teco.com.au/,http://www.teco.com.au/,308.0,0.309,237.0,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF1391
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Midea,270,172.0,157.0,Freezer,Upright,China,550.0,Freezer,,,6U,1420.0,False,Labelling and MEPS,HS-208FN-S,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.14772234960139,,0.0,386.2384,"Australia,Fiji,New Zealand",111919,Approved,172.0,550.0,2023-01-09,,Class 9,Available,,,299.0,0.317,275.2,6U,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1347
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Tisira,270,172.0,157.0,Freezer,Upright,China,550.0,Freezer,,,6U,1420.0,False,Labelling and MEPS,HS-208FNA,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.14772234960139,,0.0,386.2384,"Australia,Fiji,New Zealand",111925,Approved,172.0,550.0,2023-01-10,,Class 9,Available,,,299.0,0.317,275.2,6U,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1350
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Tisira,245,237.0,235.0,Fresh Food,Upright,China,550.0,Refrigerator,,,2.0,1420.0,False,Labelling and MEPS,HS-306LNA,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.42976218526634,,0.0,381.233,"Australia,Fiji,New Zealand",111967,Approved,237.0,550.0,2023-01-10,,Class 2,Available,,,308.0,0.309,237.0,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF1351
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,299,"155.0,295.0","95.0,285.0","Freezer,Fresh Food",Upright,China,700.0,Refrigerator/Freezer,,,5B,1720.0,False,Labelling and MEPS,GB-450UBTLX,,AS/NZS 4474.1:2007/Amdt 2:2011,4.5,4.50903711624154,,0.0,679.7973,"Australia,New Zealand",111991,Approved,450.0,700.0,2023-01-16,,Class 6,Available,,,440.0,0.382,543.0,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF1357
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,ARISTON,345,"115.0,385.0","92.0,364.0","Freezer,Fresh Food",Upright,India,,Refrigerator/Freezer,,,5T,,False,Labelling and MEPS,ART18271**,ART18271**,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.05767962522478,,0.0,580.1208,"Australia,Fiji,New Zealand",112011,Approved,500.0,,2023-02-16,,Class 5,Available,http://www.whirlpool.com.au/,,334.0,0.384,569.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1378
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,ARISTON,345,"115.0,385.0","92.0,364.0","Freezer,Fresh Food",Upright,India,,Refrigerator/Freezer,,,5T,,False,Labelling and MEPS,ART18271AS,ART18271**,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.05767962522478,,0.0,580.1208,"Australia,Fiji,New Zealand",112011,Approved,500.0,,2023-02-16,,Class 5,Available,http://www.whirlpool.com.au/,,334.0,0.384,569.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1378
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,ARISTON,345,"115.0,385.0","92.0,364.0","Freezer,Fresh Food",Upright,India,,Refrigerator/Freezer,,,5T,,False,Labelling and MEPS,ART18271WH,ART18271**,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.05767962522478,,0.0,580.1208,"Australia,Fiji,New Zealand",112011,Approved,500.0,,2023-02-16,,Class 5,Available,http://www.whirlpool.com.au/,,334.0,0.384,569.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1378
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,WHIRLPOOL,326,"115.0,325.0","92.0,308.0","Freezer,Fresh Food",Upright,India,,Refrigerator/Freezer,,,5T,,False,Labelling and MEPS,WT4470**,WT4470**,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.04631627867911,,0.0,555.9288,"Australia,Fiji,New Zealand",112017,Approved,440.0,,2023-02-06,,Class 5,Available,http://www.whirlpool.com.au/,,334.0,0.384,509.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1371
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,WHIRLPOOL,326,"115.0,325.0","92.0,308.0","Freezer,Fresh Food",Upright,India,,Refrigerator/Freezer,,,5T,,False,Labelling and MEPS,WT4470WH,WT4470**,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.04631627867911,,0.0,555.9288,"Australia,Fiji,New Zealand",112017,Approved,440.0,,2023-02-06,,Class 5,Available,http://www.whirlpool.com.au/,,334.0,0.384,509.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1371
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,WHIRLPOOL,326,"115.0,325.0","92.0,308.0","Freezer,Fresh Food",Upright,India,,Refrigerator/Freezer,,,5T,,False,Labelling and MEPS,WT4470XX,WT4470**,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.04631627867911,,0.0,555.9288,"Australia,Fiji,New Zealand",112017,Approved,440.0,,2023-02-06,,Class 5,Available,http://www.whirlpool.com.au/,,334.0,0.384,509.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1371
