ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model No,Family Name,N-Standard,New CEC,New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Type,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Old Star Rating,Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Germanica,4.5,FALSE,Timer,China,,,GD4500AU70,,AS/NZS 2442.1:1996/Amdt 4:2006,186,2.52980725,2.5,full heat,180,"Australia,New Zealand",Approved,112446,3.537,0,Vented,,20/11/23,,Single product class,Available,http://www.ayonz.com/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,AEG,8,FALSE,Autosensing,Poland,,,T9DBA866C,,AS/NZS 2442.1:1996/Amdt 4:2006,123,8.614799726,8,Cottons Extra Dry,287,"Australia,Fiji,New Zealand",Approved,112455,6.52,0,Condenser,,16/02/23,,Single product class,Available,,http://www.aeg.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Hafele,8.5,FALSE,Timer,China,580,840,534.94.520,,AS/NZS 2442.1:1996/Amdt 4:2006,413,1.534771453,1.5,Extra Dry,219.5,"Australia,Fiji,New Zealand",Approved,112494,6.627,0,Vented,595,19/02/23,,Single product class,Available,,http://www.hafele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Hafele,5.5,FALSE,Timer,China,480,670,534.94.530,,AS/NZS 2442.1:1996/Amdt 4:2006,228,2.511789289,2.5,Extra,164.3,"Australia,Fiji,New Zealand",Approved,112495,4.279,0,Vented,595,18/02/23,,Single product class,Available,,http://www.hafele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,7,FALSE,Autosensing,Turkey,530,846,BDV70W,,AS/NZS 2442.1:1996/Amdt 4:2006,310,2.105285185,2,Cottons-Ready to Wear Plus,173,"Australia,New Zealand",Approved,112706,5.53,0,Vented,595,07/03/23,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,6,FALSE,Autosensing,Turkey,530,846,BDV60W,,AS/NZS 2442.1:1996/Amdt 4:2006,270,2.006833015,2,Cottons-Ready to Wear,150,"Australia,New Zealand",Approved,112709,4.833,0,Vented,595,22/03/23,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,7,FALSE,Autosensing,Turkey,540,846,BDP700W,,AS/NZS 2442.1:1996/Amdt 4:2006,144,6.823252503,6,Cottons-Extra Dry,230,"Australia,New Zealand",Approved,112788,5.555,0,Condenser,595,07/03/23,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Artusi,4.5,TRUE,Autosensing,Turkey,582,845,ADW845,,AS/NZS 2442.1:1996/Amdt 4:2006,173,2.975632727,2.5,"Extras, cotton dry, cupboard",258,"Australia,Fiji,New Zealand",Approved,112932,3.619,42.6,Condenser,597,13/03/23,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,4,TRUE,Autosensing,Turkey,590,840,BWD7541IG,,AS/NZS 2442.1:1996/Amdt 4:2006,166,2.505046133,2.5,"Cotton Dry-Extra Dry, 1400 rpm",282,"Australia,New Zealand",Approved,112933,3.204,35.4,Condenser,600,22/03/23,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SAMSUNG ELECTRONICS,6,TRUE,Autosensing,China,,,WD85N74FNOR,,AS/NZS 2442.1:1996/Amdt 4:2006,229,3.02025315,3,"Cotton Dry, Spin 1400 RPM",375,"Australia,Fiji,New Zealand",Approved,112990,4.77,33.4,Condenser,,27/03/23,,Single product class,Available,,http://www.samsung.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2442.2:2000/Amdt 2:2007,CLASSIQUE,7,FALSE,Autosensing,China,615,845,CL7CDRY1,,AS/NZS 2442.1:1996/Amdt 4:2006,310,2.105285185,2,Cotton Extra,135,New Zealand,Approved,113003,5.513,0,Condenser,595,15/03/18,,Single product class,Available,http://www.applico.co.nz/,http://www.applico.co.nz/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,MIDEA,7,FALSE,Autosensing,China,550,840,361170,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.085468327,2,TBC,50,New Zealand,Approved,113279,5.4,0,Vented,595,09/04/18,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,MIDEA,7,FALSE,Autosensing,China,615,845,361279,,AS/NZS 2442.1:1996/Amdt 4:2006,310,2.105285185,2,TBC,58,New Zealand,Approved,113280,5.5,0,Condenser,595,09/04/18,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,MIDEA,7,FALSE,Autosensing,China,622,845,361300,,AS/NZS 2442.1:1996/Amdt 4:2006,131,7.405436847,6,TBC,58,New Zealand,Approved,113281,5.5,0,Condenser,595,09/04/18,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SAMSUNG ELECTRONICS,9,FALSE,Autosensing,South Korea,,,DV90N82,DV90N82,AS/NZS 2442.1:1996/Amdt 4:2006,176,7.134869944,7,"Cotton, Dry Level 3",310,"Australia,Fiji,New Zealand",Approved,113359,7.26,0,Condenser,,12/05/23,,Single product class,Available,,http://www.samsung.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SAMSUNG ELECTRONICS,9,FALSE,Autosensing,South Korea,,,DV90N8288AX,DV90N82,AS/NZS 2442.1:1996/Amdt 4:2006,176,7.134869944,7,"Cotton, Dry Level 3",310,"Australia,Fiji,New Zealand",Approved,113359,7.26,0,Condenser,,12/05/23,,Single product class,Available,,http://www.samsung.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SAMSUNG ELECTRONICS,9,FALSE,Autosensing,South Korea,,,DV90N8289AW,DV90N82,AS/NZS 2442.1:1996/Amdt 4:2006,176,7.134869944,7,"Cotton, Dry Level 3",310,"Australia,Fiji,New Zealand",Approved,113359,7.26,0,Condenser,,12/05/23,,Single product class,Available,,http://www.samsung.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,FISHER & PAYKEL,8,FALSE,Autosensing,China,,,DH8060C1,,AS/NZS 2442.1:1996/Amdt 4:2006,119,8.818227489,8,"Everyday, Dry",307,"Australia,New Zealand",Approved,113416,6.286,0,Condenser,,11/04/23,,Single product class,Available,http://www.fisherpaykel.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BOSCH,7,FALSE,Autosensing,Poland,,,WTA74200AU,,AS/NZS 2442.1:1996/Amdt 4:2006,315,2.006833015,2,Cottons Extra Dry,170,"Australia,New Zealand",Approved,113679,5.552,,Vented,,16/10/23,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,4,TRUE,Autosensing,"China,South Korea",550,850,WD1402CRD6,,AS/NZS 2442.1:1996/Amdt 4:2006,190,1.674150407,1.5,"Cupboard Dry, 1400RPM",267,"Australia,New Zealand",Approved,113913,3.158,23.8,Condenser,600,30/04/23,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
AS/NZS 2442.2:2000/Amdt 2:2007,MIDEA,3.5,TRUE,Autosensing,China,565,850,360300,,AS/NZS 2442.1:1996/Amdt 4:2006,143,2.601107345,2.5,Dry,310,New Zealand,Approved,113970,3.437,72,Condenser,595,05/07/18,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,7.5,TRUE,Autosensing,South Korea,767,982,WD12595FD6,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.509990391,2.5,Cotton Eco Extra High Spin,307,"Australia,New Zealand",Approved,114106,5.982,42,Condenser,686,25/06/23,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,6.5,FALSE,Autosensing,"Germany,Czechia",,,PT 7135 C,,AS/NZS 2442.1:1996/Amdt 4:2006,316,1.531334271,1.5,Cottons Normal +,174,"Australia,New Zealand",Approved,114184,5.185,0,Condenser,,13/08/23,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Euromaid,4.5,TRUE,Autosensing,Turkey,582,845,EWD8045,,AS/NZS 2442.1:1996/Amdt 4:2006,173,2.975632727,2.5,"Program No.13, Cotton Dry, Level 3",258,"Australia,New Zealand",Approved,114316,3.619,42.6,Condenser,597,15/05/23,,Single product class,Available,http://www.hapl.com.au,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Baumatic,4.5,TRUE,Autosensing,Turkey,582,845,BFWD845,,AS/NZS 2442.1:1996/Amdt 4:2006,173,2.975632727,2.5,"Program No.13, Cotton Dry, Level 3",258,"Australia,New Zealand",Approved,114321,3.619,42.6,Condenser,597,16/05/23,,Single product class,Available,http://www.hapl.com.au,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,carson,4,FALSE,Timer,China,440,670,CSF343VV,,AS/NZS 2442.1:1996/Amdt 4:2006,160,2.731567272,2.5,Thermostat,160,Australia,Approved,114797,3.108,0,Vented,595,19/06/23,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Teka,7,FALSE,Autosensing,China,622,845,THPD70,,AS/NZS 2442.1:1996/Amdt 4:2006,160,6.174955619,6,Cotton Extra,292,"Australia,Fiji,New Zealand",Approved,114937,5.636,0,Condenser,595,27/08/23,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
AS/NZS 2442.2:2000/Amdt 2:2007,COMFEE,7,FALSE,Autosensing,China,615,845,368279,,AS/NZS 2442.1:1996/Amdt 4:2006,310,2.105285185,2,TBC,58,New Zealand,Approved,115030,5.5,0,Condenser,595,19/06/18,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,COMFEE,7,FALSE,Autosensing,China,550,840,368171,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.085468327,2,TBC,50,New Zealand,Approved,115031,5.4,0,Vented,595,15/06/18,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,MIDEA,7,TRUE,Autosensing,China,595,850,360310,,AS/NZS 2442.1:1996/Amdt 4:2006,260,3.187563213,3,Dry Only,279,New Zealand,Approved,115065,5.5,100,Condenser,595,05/07/18,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2442.2:2000/Amdt 2:2007,VOGUE,8,FALSE,Autosensing,China,630,850,361280,,AS/NZS 2442.1:1996/Amdt 4:2006,344,2.286568885,2,Strong,230,New Zealand,Approved,115067,6.3,0,Condenser,595,22/06/18,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,VOGUE,7,FALSE,Autosensing,China,555,850,361171,,AS/NZS 2442.1:1996/Amdt 4:2006,301,2.286568885,2,CUPBOARD+,212,New Zealand,Approved,115068,5.7,0,Vented,595,21/06/18,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,COMFEE,7,FALSE,Autosensing,China,622,845,368301,,AS/NZS 2442.1:1996/Amdt 4:2006,160,6.174955619,6,tbc,58,New Zealand,Approved,115154,5.5,0,Condenser,595,29/06/18,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
AS/NZS 2442.2:2000/Amdt 2:2007,Midea,7,TRUE,Autosensing,China,,,DMFLWD10S,,AS/NZS 2442.1:1996/Amdt 4:2006,260,3.187563213,3,Dry Only,280,New Zealand,Approved,115251,5.519,0,Condenser,,02/07/18,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,FISHER & PAYKEL,9,FALSE,Autosensing,China,665,850,DH9060**,DH9060**,AS/NZS 2442.1:1996/Amdt 4:2006,152,8.036940088,8,"Sheets, Dry",417,"Australia,New Zealand",Approved,115290,7.155,0,Condenser,595,15/11/23,,Single product class,Available,http://www.fisherpaykel.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,FISHER & PAYKEL,9,FALSE,Autosensing,China,665,850,DH9060C1,DH9060**,AS/NZS 2442.1:1996/Amdt 4:2006,152,8.036940088,8,"Sheets, Dry",417,"Australia,New Zealand",Approved,115290,7.155,0,Condenser,595,15/11/23,,Single product class,Available,http://www.fisherpaykel.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,FISHER & PAYKEL,9,FALSE,Autosensing,China,665,850,DH9060P1,DH9060**,AS/NZS 2442.1:1996/Amdt 4:2006,152,8.036940088,8,"Sheets, Dry",417,"Australia,New Zealand",Approved,115290,7.155,0,Condenser,595,15/11/23,,Single product class,Available,http://www.fisherpaykel.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Kogan,6,FALSE,Autosensing,China,670,560,KA6VDRYERA,,AS/NZS 2442.1:1996/Amdt 4:2006,240,2.731567272,2.5,IHS,204,Australia,Approved,115346,5,0,Vented,600,05/07/23,,Single product class,Available,,http://www.kogan.com/au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,WHIRLPOOL,6,TRUE,Autosensing,Italy,,,WFWDC96,,AS/NZS 2442.1:1996/Amdt 4:2006,195,4.009199148,4,eCotton option Dry Only with Wardrobe dryness level,375,"Australia,Fiji,New Zealand",Approved,115426,4.712,16.7,Condenser,,13/07/23,,Single product class,Available,http://www.whirlpool.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ARISTON,6,TRUE,Autosensing,Italy,,,RDPG96607DAUS,,AS/NZS 2442.1:1996/Amdt 4:2006,195,4.009199148,4,Eco Cotton Dry Only Level A3,375,"Australia,Fiji,New Zealand",Approved,115569,4.712,16.7,Condenser,,07/08/23,,Single product class,Available,http://www.whirlpool.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Kogan,7,FALSE,Autosensing,China,555,840,KA7VENTDRYA,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.085468327,2,Extra/Cotton,211,"Australia,Fiji,New Zealand",Approved,115773,5.538,0,Vented,595,14/08/23,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Kogan,7,FALSE,Autosensing,China,622,845,KA7HPUMDRYA,,AS/NZS 2442.1:1996/Amdt 4:2006,160,6.174955619,6,Cotton Extra,271,"Australia,Fiji,New Zealand",Approved,115774,5.717,0,Condenser,595,09/08/23,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Euromaid,7,TRUE,Autosensing,China,595,850,WMD107,,AS/NZS 2442.1:1996/Amdt 4:2006,260,3.187563213,3,Dry Only,289,"Australia,New Zealand",Approved,115835,5.544,42,Condenser,595,22/08/23,,Single product class,Available,http://www.hapl.com.au,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2442.2:2000/Amdt 2:2007,CLASSIQUE,3.5,TRUE,Autosensing,China,470,850,CL7FLWD1,,AS/NZS 2442.1:1996/Amdt 4:2006,124,3.478316327,3,DRY ONLY,212,New Zealand,Approved,116370,2.803,19.93,Condenser,595,05/10/18,,Single product class,Available,http://www.applico.co.nz/,http://www.applico.co.nz/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,EURO,4.5,FALSE,Manual,China,435,700,ED45KWH,,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.022044715,2,"High Heat, Timer set to 200",169,"Australia,Fiji,New Zealand",Approved,116590,3.529,0,Vented,600,16/10/23,,Single product class,Available,http://www.euroappliances.com.au/,http://www.euroappliances.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Gorenje,8,FALSE,Autosensing,Slovenia,625,850,DS82ILS,,AS/NZS 2442.1:1996/Amdt 4:2006,157,7.113058048,7,Cotton standard,272.1,"Australia,Fiji,New Zealand",Approved,116605,6.319,0,Condenser,600,19/11/23,,Single product class,Available,http://www.gorenje.si/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ARISTON,4.5,TRUE,Autosensing,Italy,,,ARWD582WAU,,AS/NZS 2442.1:1996/Amdt 4:2006,185,2.562977839,2.5,"Program 11 Cotton, Drying Level A4",271,"Australia,Fiji,New Zealand",Approved,116989,3.642,22.92,Condenser,,09/10/23,,Single product class,Available,http://www.whirlpool.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
AS/NZS 2442.2:2000/Amdt 2:2007,MIDEA,7,FALSE,Autosensing,China,615,845,361275,,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.026397831,2,Cotton Extra,198,New Zealand,Approved,117024,5.506,0,Condenser,595,08/10/18,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SEIKI,3.5,TRUE,Autosensing,China,,,SC-7350AU9FLCO,,AS/NZS 2442.1:1996/Amdt 4:2006,126,3.379864157,3,Dry,195,"Australia,New Zealand",Approved,117247,2.73,23.83,Condenser,,18/10/23,,Single product class,Available,http://www.ayonz.com/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,9,FALSE,Autosensing,"Czechia,Germany",636,850,TCJ690 WP,,AS/NZS 2442.1:1996/Amdt 4:2006,126,9.191258631,9,Cottons Extra Dry,301,"Australia,New Zealand",Approved,117596,7.138,0,Condenser,596,13/11/23,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,9,FALSE,Autosensing,"Czechia,Germany",636,850,TCR870 WP,,AS/NZS 2442.1:1996/Amdt 4:2006,113,9.861298045,9,Cottons Extra Dry,276,"Australia,New Zealand",Approved,117597,7.079,0,Condenser,596,12/11/23,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
